code_mission_et_indicateur;Type de secteur;Budget;Code Mission;Mission;Code Programme;Programme;Code Objectif;Libellé Objectif;Ref programme pour objectif mission ou mention 'Objectif mission' pour objectif programme;Code Indicateur;Libellé Indicateur;Ref programme pour indicateur mission ou mention 'Indicateur mission' pour indicateur programme;Facteur de performance;Code Sous Indicateur;Libellé Sous Indicateur;Cotation Budget Vert / Egalité HF;Unité;Exec 2022;Exec 2023;2024 Cible;Exec 2024;Atteinte de la cible 2024;2025 Cible
AB-MAB-3-3;Mission;BG;AB;Administration générale et territoriale de l'État;;;MAB-3;Accompagner les missions liées à l'entrée et au séjour des étrangers en France dans un contexte de dématérialisation des procédures;(Objectif du P354);MAB-3-3;Délai d'instruction des demandes de passeports talents;(Indicateur du P354);Usager;30965.0;Délai d'instruction des demandes de passeport talents;;Nb jours;25;52;22;70;absence amélioration;22
AB-MAB-4-1;Mission;BG;AB;Administration générale et territoriale de l'État;;;MAB-4;Optimiser la fonction juridique du ministère;(Objectif du P216);MAB-4-1;Taux de réussite de l'État (SGAMI et préfectures) devant les juridictions administratives et judiciaires;(Indicateur du P216);Citoyen;23964.0;Taux de réussite pour les autres contentieux (hors contentieux des étrangers) devant les juridictions administratives et judiciaires;;%;77,62;73;80;72,3;absence amélioration;80
AB-MAB-5-1;Mission;BG;AB;Administration générale et territoriale de l'État;;;MAB-5;Améliorer l'efficience de l'administration territoriale de l'État;(Objectif du P354);MAB-5-1;Optimisation de l'occupation de l'immobilier de bureau;(Indicateur du P354);Contribuable;21039.0;Ratio entretien courant / SUB;;€/m²;17,32;15,22;11,23;15,57;absence amélioration;11,96
AB-MAB-5-1;Mission;BG;AB;Administration générale et territoriale de l'État;;;MAB-5;Améliorer l'efficience de l'administration territoriale de l'État;(Objectif du P354);MAB-5-1;Optimisation de l'occupation de l'immobilier de bureau;(Indicateur du P354);Contribuable;19551.0;Ratio SUB / ETPT;;m²/effectifs adm.;23,76;21,35;39,21;39,91;absence amélioration;42,35
AB-MAB-5-2;Mission;BG;AB;Administration générale et territoriale de l'État;;;MAB-5;Améliorer l'efficience de l'administration territoriale de l'État;(Objectif du P354);MAB-5-2;Taux de sites en multi-occupation sur le périmètre de l'ATE;(Indicateur du P354);Contribuable;25717.0;Taux de sites en multi-occupation;;%;42;38;44;39;amélioration;39
AB-MAB-5-3;Mission;BG;AB;Administration générale et territoriale de l'État;;;MAB-5;Améliorer l'efficience de l'administration territoriale de l'État;(Objectif du P354);MAB-5-3;Taux de véhicules mutualisés entre au moins deux services de l'État sur le périmètre de l'ATE;(Indicateur du P354);Contribuable;25719.0;Taux de mutualisation des véhicules;;%;20;24;28;29;cible atteinte;38
AB-MAB-6-1;Mission;BG;AB;Administration générale et territoriale de l'État;;;MAB-6;Elargir et diversifier les conditions d'accueil du public;(Objectif du P354);MAB-6-1;Taux de connexions au site internet départemental de l'État;(Indicateur du P354);Usager;30967.0;Taux de connexions au site internet départemental de l'État;;%;10;Non déterminé;12;13,84;cible atteinte;12
AB-MAB-6-2;Mission;BG;AB;Administration générale et territoriale de l'État;;;MAB-6;Elargir et diversifier les conditions d'accueil du public;(Objectif du P354);MAB-6-2;Taux de sites labellisés sur le référentiel qualité de l'administration territoriale de l’État (ATE);(Indicateur du P354);Usager;21769.0;Taux de sites labellisés sur le référentiel qualité de l'administration territoriale de l’État (ATE);;%;98;100;30;11;absence amélioration;100
AB-MAB-7-1;Mission;BG;AB;Administration générale et territoriale de l'État;;;MAB-7;Assurer la parité des emplois de la filière préfectorale et territoriale de l'État;(Objectif du P354);MAB-7-1;Taux de féminisation dans les primo-nominations;(Indicateur du P354);Contribuable;30285.0;Taux de féminisation dans les primo-nominations;Budget intégrant l'égalité Femmes-Hommes;%;45,24;42,72;46;41,52;absence amélioration;46
AB-P216-1-1;Programme;BG;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;P216-1;Optimiser la fonction juridique du ministère;(Objectif Mission);P216-1-1;Taux de réussite de l'État (SGAMI et préfectures) devant les juridictions administratives et judiciaires;(Indicateur Mission);Citoyen;23964.0;Taux de réussite pour les autres contentieux (hors contentieux des étrangers) devant les juridictions administratives et judiciaires;;%;77,62;73;80;72,3;absence amélioration;80
AB-P216-1-2;Programme;BG;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;P216-1;Optimiser la fonction juridique du ministère;(Objectif Mission);P216-1-2;Coût moyen de la fonction juridique du ministère de l'Intérieur;;Contribuable;25890.0;Coût des refus de concours de la force publique;;€;2 719,36;2871,60;3000;3064,1;absence amélioration;3000
AB-P216-1-2;Programme;BG;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;P216-1;Optimiser la fonction juridique du ministère;(Objectif Mission);P216-1-2;Coût moyen de la fonction juridique du ministère de l'Intérieur;;Contribuable;25888.0;Coût moyen du litige au contentieux des étrangers;;€;419,80;511,5;420;467,5;amélioration;420
AB-P216-1-2;Programme;BG;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;P216-1;Optimiser la fonction juridique du ministère;(Objectif Mission);P216-1-2;Coût moyen de la fonction juridique du ministère de l'Intérieur;;Contribuable;25889.0;Coût moyen de la protection auto-assurantielle des véhicules opérationnels;;€;41,64;129,48;120;122,7;amélioration;90
AB-P216-1-2;Programme;BG;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;P216-1;Optimiser la fonction juridique du ministère;(Objectif Mission);P216-1-2;Coût moyen de la fonction juridique du ministère de l'Intérieur;;Contribuable;25887.0;Coût de la protection fonctionnelle par agents;;€;76,10;80,2;75;78,5;amélioration;75
AB-P216-2-1;Programme;BG;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;P216-2;Améliorer la performance des fonctions supports;;P216-2-1;Efficience de la gestion des ressources humaines;;Contribuable;8042.0;Taux de couverture des besoins de formation à la prise de poste;;%;91;92;90;90;cible atteinte;90
AB-P216-2-2;Programme;BG;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;P216-2;Améliorer la performance des fonctions supports;;P216-2-2;Efficience immobilière;;Contribuable;17286.0;Ratio entretien lourd / SUB;;€/m²;24,18;28,82;30;18,44;absence amélioration;20
AB-P216-2-2;Programme;BG;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;P216-2;Améliorer la performance des fonctions supports;;P216-2-2;Efficience immobilière;;Contribuable;8111.0;Taux d'écart calendaire agrégé;;%;30,44;33,31;30;35,4;absence amélioration;35
AB-P216-2-2;Programme;BG;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;P216-2;Améliorer la performance des fonctions supports;;P216-2-2;Efficience immobilière;;Contribuable;17284.0;Ratio SUB / ETPT;;m²/effectifs adm.;9,1;9,11;48;48,77;absence amélioration;48
AB-P216-2-2;Programme;BG;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;P216-2;Améliorer la performance des fonctions supports;;P216-2-2;Efficience immobilière;;Contribuable;17285.0;Ratio entretien courant / SUB;;€/m²;13,17;11,76;12;11,44;absence amélioration;13
AB-P216-2-2;Programme;BG;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;P216-2;Améliorer la performance des fonctions supports;;P216-2-2;Efficience immobilière;;Contribuable;6298.0;Taux d’écart budgétaire agrégé;;%;17,99;22,82;15;15;cible atteinte;18
AB-P216-2-3;Programme;BG;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;P216-2;Améliorer la performance des fonctions supports;;P216-2-3;Efficience de la fonction achat;;Contribuable;20676.0;Gains relatifs aux actions achat;;M€;30,9;34,3;50;43,5;amélioration;50
AB-P216-3-1;Programme;BG;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;P216-3;Engager une transformation du numérique;;P216-3-1;Efficience numérique;;Contribuable;30888.0;Taux d’écart budgétaire agrégé;;%;31,48;0,04;31,48;-0,64;cible atteinte;15
AB-P216-3-1;Programme;BG;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;P216-3;Engager une transformation du numérique;;P216-3-1;Efficience numérique;;Contribuable;30890.0;Taux d'écart calendaire agrégé;;%;25,24;0;25,24;33,57;absence amélioration;15
AB-P216-3-1;Programme;BG;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;P216-3;Engager une transformation du numérique;;P216-3-1;Efficience numérique;;Contribuable;6296.0;Nombre d'heures d'indisponibilité des applications;;heure;9h14;15h30;25;6h30;cible atteinte;25
AB-P232-1-1;Programme;BG;AB;Administration générale et territoriale de l'État;232;Vie politique;P232-1;Organiser les élections au meilleur coût;;P232-1-1;Coût moyen de l'élection par électeur inscrit sur les listes électorales;;Contribuable;23138.0;Part du coût de la propagande par électeur - Élections départementales;;€/électeur inscrit;1,52;Sans objet;Sans objet;Sans objet;donnée non retenue;Sans objet
AB-P232-1-1;Programme;BG;AB;Administration générale et territoriale de l'État;232;Vie politique;P232-1;Organiser les élections au meilleur coût;;P232-1-1;Coût moyen de l'élection par électeur inscrit sur les listes électorales;;Contribuable;16154.0;Part du coût de la propagande par électeur - Élections régionales;;€/électeur inscrit;1,70;Sans objet;Sans objet;Sans objet;donnée non retenue;Sans objet
AB-P232-1-1;Programme;BG;AB;Administration générale et territoriale de l'État;232;Vie politique;P232-1;Organiser les élections au meilleur coût;;P232-1-1;Coût moyen de l'élection par électeur inscrit sur les listes électorales;;Contribuable;22194.0;Part du coût de la propagande - Élections municipales;;€/électeur inscrit;Sans objet;Sans objet;Sans objet;Sans objet;donnée non retenue;1,61
AB-P232-1-1;Programme;BG;AB;Administration générale et territoriale de l'État;232;Vie politique;P232-1;Organiser les élections au meilleur coût;;P232-1-1;Coût moyen de l'élection par électeur inscrit sur les listes électorales;;Contribuable;10393.0;1.1.3 - Sénatoriales;;€/électeur inscrit;Sans objet;Sans objet;Sans objet;0,15;amélioration;0,2
AB-P232-1-1;Programme;BG;AB;Administration générale et territoriale de l'État;232;Vie politique;P232-1;Organiser les élections au meilleur coût;;P232-1-1;Coût moyen de l'élection par électeur inscrit sur les listes électorales;;Contribuable;22195.0;Part du coût de la propagande par électeur - Élections sénatoriales;;€/électeur inscrit;Sans objet;Sans objet;Sans objet;0,01;amélioration;0,01
AB-P232-1-1;Programme;BG;AB;Administration générale et territoriale de l'État;232;Vie politique;P232-1;Organiser les élections au meilleur coût;;P232-1-1;Coût moyen de l'élection par électeur inscrit sur les listes électorales;;Contribuable;6722.0;1.1.1 - Municipales;;€/électeur inscrit;Sans objet;Sans objet;Sans objet;Sans objet;donnée non retenue;3,53
AB-P232-1-1;Programme;BG;AB;Administration générale et territoriale de l'État;232;Vie politique;P232-1;Organiser les élections au meilleur coût;;P232-1-1;Coût moyen de l'élection par électeur inscrit sur les listes électorales;;Contribuable;3392.0;1.1.8 - Référendum;;€/électeur inscrit;Sans objet;Sans objet;Sans objet;Sans objet;donnée non retenue;Sans objet
AB-P232-1-1;Programme;BG;AB;Administration générale et territoriale de l'État;232;Vie politique;P232-1;Organiser les élections au meilleur coût;;P232-1-1;Coût moyen de l'élection par électeur inscrit sur les listes électorales;;Contribuable;10387.0;1.1.2 - Départementales;;€/électeur inscrit;2,99;Sans objet;Sans objet;Sans objet;donnée non retenue;Sans objet
AB-P232-1-1;Programme;BG;AB;Administration générale et territoriale de l'État;232;Vie politique;P232-1;Organiser les élections au meilleur coût;;P232-1-1;Coût moyen de l'élection par électeur inscrit sur les listes électorales;;Contribuable;6721.0;1.1.7 - Législatives;;€/électeur inscrit;3,23;Sans objet;Sans objet;2,76;amélioration;Sans objet
AB-P232-1-1;Programme;BG;AB;Administration générale et territoriale de l'État;232;Vie politique;P232-1;Organiser les élections au meilleur coût;;P232-1-1;Coût moyen de l'élection par électeur inscrit sur les listes électorales;;Contribuable;3283.0;1.1.5 - Régionales;;€/électeur inscrit;3,17;Sans objet;Sans objet;Sans objet;donnée non retenue;Sans objet
AB-P232-1-1;Programme;BG;AB;Administration générale et territoriale de l'État;232;Vie politique;P232-1;Organiser les élections au meilleur coût;;P232-1-1;Coût moyen de l'élection par électeur inscrit sur les listes électorales;;Contribuable;19760.0;Part du coût de la propagande par électeur - Élections législatives;;€/électeur inscrit;1,96;Sans objet;Sans objet;1,80;amélioration;Sans objet
AB-P232-1-1;Programme;BG;AB;Administration générale et territoriale de l'État;232;Vie politique;P232-1;Organiser les élections au meilleur coût;;P232-1-1;Coût moyen de l'élection par électeur inscrit sur les listes électorales;;Contribuable;19759.0;Part du coût de la propagande par électeur - Élection présidentielle;;€/électeur inscrit;3,23;Sans objet;Sans objet;Sans objet;donnée non retenue;Sans objet
AB-P232-1-1;Programme;BG;AB;Administration générale et territoriale de l'État;232;Vie politique;P232-1;Organiser les élections au meilleur coût;;P232-1-1;Coût moyen de l'élection par électeur inscrit sur les listes électorales;;Contribuable;3284.0;1.1.4 - Européennes;;€/électeur inscrit;Sans objet;Sans objet;Sans objet;3,23;absence amélioration;Sans objet
