Type ligne ;Type Budget;code;Mission;Ministere;Libelle;Libelle abrege;commentFP
ACT;BG;345-13;;;Soutien aux effacements de consommation;soutien effacements;
SSA;BG;345-13-01;;;Soutien aux effacements;Soutien effacements;
ACT;BG;345-14;;;Dispositions sociales pour les consommateurs en situation de précarité énergétique;Dispositfs sociaux;
SSA;BG;345-14-01;;;Compensation des versements au fond de solidarité logement;compensation FSL;
SSA;BG;345-14-02;;;Dispositif d'affichage déporté de la consommation d'énergie;Affichage déporté;
SSA;BG;345-14-03;;;Autres dispositifs de lutte contre la précarité énergétique;Autres dispositifs;
ACT;BG;345-15;;;Frais divers;Frais divers;
SSA;BG;345-15-01;;;Frais financiers et de gestion des contrats;frais fi et gest contrat;
SSA;BG;345-15-02;;;Frais d'intermédiation;Frais d'intermédiation;
SSA;BG;345-15-03;;;Compléments de prix liés à l'accès régulé à l'électricité nucléaire historique;Compléments de prix ARENH;
PGM;BG;205;TA;28;Affaires maritimes;Affaires maritimes;La France représente le deuxième domaine maritime mondial et certaines de ses façades figurent parmi les plus fréquentées du monde. Les questions liées à la sécurité maritime, à la sûreté et à la protection de l’environnement revêtent donc une importance toute particulière, en termes diplomatiques, pour assurer la libre circulation des personnes et des biens en toute sécurité, et en termes d’emploi et d’impact sur les milieux marins naturels, dans un cadre très réglementé sur le plan international. Outre la sécurité maritime, ses crédits soutiennent la formation professionnelle des marins, enjeu majeur pour l'avenir du secteur, l’activité économique et la préservation de l’environnement. Le programme 205 contribue à mener une politique maritime intégrée, en s'appuyant sur différents services spécialisés, implantés aux plus près des territoires concernés, dans le cadre de la stratégie nationale de la mer et du littoral au travers la planification spatiale maritime.
ACT;BG;205-01;;;Sécurité et sûreté maritimes;Sécurité-sûreté maritime;
SSA;BG;205-01-01;;;Surveillance du trafic maritime;CROSS;
SSA;BG;205-01-02;;;Contrôle  des navires;Contrôle  des navires;
SSA;BG;205-01-03;;;Signalisation maritime;Signalisation maritime;
SSA;BG;205-01-04;;;Subvention à la société nationale de sauvetage en mer;SNSM;
SSA;BG;205-01-05;;;Bureau enquête accidents mer;BEA-Mer;
ACT;BG;205-04;;;Action interministérielle de la mer;AIML;
SSA;BG;205-04-05;;;Elaboration et mise en oeuvre de la stratégie nationale mer et littoral;Elaboration et mise en oe;
SSA;BG;205-04-01;;;Dispositif de contrôle et de surveillance;DCS;
SSA;BG;205-04-02;;;Plaisance;Plaisance;
SSA;BG;205-04-03;;;Polmar terre;Polmar terre;
SSA;BG;205-04-04;;;Environnement et cultures marines;PCME;
ACT;BG;205-03;;;Flotte de commerce;Flotte de commerce;
SSA;BG;205-03-01;;;Groupe maritime d'économie mixte (subvention à un régime particulier de retraite);CGMF;
SSA;BG;205-03-03;;;Entreprises d'armement : contributions aux charges sociales;Soutien flotte commerce;
ACT;BG;205-02;;;Gens de mer et enseignement maritime;Gens de mer;
SSA;BG;205-02-01;;;Financement contractualisé des structures de l'enseignement maritime secondaire (CPER);Financement LPM CPER;
SSA;BG;205-02-02;;;Financement non contractualisé des structures de l'enseignement maritime secondaire (hors CPER);"Financement LPM HCPER
";
SSA;BG;205-02-03;;;Aides aux élèves de l'enseignement maritime secondaire;Bourses LPM;
SSA;BG;205-02-04;;;Financement contractualisé des structures de l'enseignement maritime supérieur (CPER);"Investissement ENSM CPER
";
SSA;BG;205-02-05;;;Financement non contactualisé des structures de l'enseignement maritime supérieur (hors CPER);"SCSP ENSM HCPER
";
SSA;BG;205-02-07;;;Formation continue et promotion sociale des marins;"Formation continue marin
";
SSA;BG;205-02-08;;;Protection sanitaire et sociale du marin;Protect sanit-soc marins;
SSA;BG;205-02-09;;;Aides aux marins;Aides aux marins;
SSA;BG;205-02-10;;;Domaine maritime (subventions);Subventions maritimes;
ACT;BG;205-05;;;Soutien au programme;Soutien au programme;
SSA;BG;205-05-02;;;Systèmes d'information;Systèmes d'information;
SSA;BG;205-05-03;;;"Dépenses communes au programme ""sécurité et affaires maritimes""";Dépenses communes;
PGM;BG;217;TA;23;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;Pilot.ÉcologieDevMob;"Le programme 217 ""conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables"" porte les effectifs et les fonctions transverses à la mise en œuvre des politiques publiques du ministère de la transition écologique (MTE), du ministère de la cohésion des territoires et des relations avec les collectivités territoriales (MCTRCT) et du ministère de la mer.Il porte les effectifs et la masse salariale du MTE (à l'exception de ceux de l'Autorité de Sûreté Nucléaire,votés sur le programme 181 "" prévention des risques""), du MCTRCT (à l'exception de ceux portés par les programmes 112 ""Impulsion et coordination de la politique aménagement du territoire"" et 147 ""Politique de la ville"" et de ceux portés par le budget du ministère chargé des affaires sociales) et du ministère de la mer. Il assure, pour les trois ministères, le financement des activités transverses nécessaires à la mise en œuvre des politiques définies par le Gouvernement et œuvre en faveur de la transition écologique."
ACT;BG;217-99;;;Dépenses de personnel en services déconcentrés à reventiler entre les actions miroirs des programmes de politiques sectorielles;Dépenses de personnel en ;
ACT;BG;217-07;;;Pilotage, support, audit et évaluations;Pilotage, support, audit;
SSA;BG;217-07-01;;;Fonction juridique;Fonction juridique;
SSA;BG;217-07-02;;;Fonctionnement de l'administration centrale et des services rattachés;Fct de l'AC et serv.ratt;
SSA;BG;217-07-03;;;Immobilier de l'administration centrale et des services rattachés;Immo. AC et serv.ratt;
SSA;BG;217-07-04;;;Services numériques-Fonctionnement des infrastructures et évolution des systèmes d'information;SNUM-Fct infra-évolu.SI;
SSA;BG;217-07-05;;;Moyens HT2 consacrés aux ressources humaines;Moyens HT2 RH;
SSA;BG;217-07-06;;;Actions nationales et internationales en faveur du développement durable;Act.nat. et intern.DD;
SSA;BG;217-07-07;;;Fonctionnement courant du CGEDD;Fct courant CGEDD;
SSA;BG;217-07-08;;;Moyens consacrés à l'ENTPE et à l'ENPC;Moyens ENPC et ENTPE;
ACT;BG;217-08;;;Personnels œuvrant pour les politiques de transport;Personnels IST P203;
SSA;BG;217-08-02;;;Personnels à la charge du compte de commerce;Pers compte commerce;
SSA;BG;217-08-01;;;Personnels hors compte de commerce;Pers hors compte commerce;
ACT;BG;217-09;;;"Personnels oeuvrant pour les politiques du programme ""Sécurité et éducation routières""";Personnels SER P207;
ACT;BG;217-11;;;"Personnels oeuvrant pour les politiques du programme ""Affaires maritimes""";Personnels AM P205;
ACT;BG;217-13;;;Personnels œuvrant pour la politique de l'eau et de la biodiversité;Personnels PEB P113;
ACT;BG;217-16;;;Personnels œuvrant pour la politique de la prévention des risques;Personnels prév risq P181;
ACT;BG;217-18;;;Personnels relevant de programmes d'autres ministères;Personnels autres minist;
SSA;BG;217-18-01;;;"Personnels relevant du programme ""Patrimoines""";Pers Patrimoines P175;
SSA;BG;217-18-02;;;"Personnels relevant du programme ""Soutien aux politiques du ministère de la culture""";Pers Po Culture P224;
SSA;BG;217-18-03;;;"Personnels relevant du programme ""Conduite et soutien des politiques sanitaires et sociales""";Pers sanitair social P124;
SSA;BG;217-18-04;;;"Personnels relevant du programme ""Développement des entreprises et de l'emploi""";Pers Dév entr emploi P134;
SSA;BG;217-18-05;;;"Personnels relevant du programme ""Conduite et pilotage des politiques de l'agriculture""";Pers CPPAgriculture P215;
SSA;BG;217-18-06;;;Personnels relevant de programmes de divers autres ministères;Pers Progr autres minist;
SSA;BG;217-18-07;;;Personnel relevant du ministère de la défense - Bases aériennes;Pers Défense bases aérien;
ACT;BG;217-15;;;Personnels œuvrant pour les politiques du programme Urbanisme, territoires et aménagement de l'habitat;Personnels MCT;
ACT;BG;217-22;;;Personnels transférés aux collectivités territoriales;Pers transférés aux CT;
SSA;BG;217-22-01;;;Personnels transférés aux collectivités locales hors ouvriers des parcs et ateliers;Pers transfér CT hors OPA;
SSA;BG;217-22-02;;;Ouvriers des parcs et ateliers transférés mis à disposition des collectivités territoriales;OPA transférés MAD des CT;
ACT;BG;217-23;;;Personnels œuvrant pour les politiques de l'énergie et du climat;Pers énergie climat P174;
ACT;BG;217-25;;;Commission nationale du débat public;CNDP;
ACT;BG;217-26;;;Autorité de contrôle des nuisances aéroportuaires (ACNUSA);ACNUSA;
ACT;BG;217-27;;;Commission de régulation de l'énergie (CRE);Régulation énergie (CRE);
ACT;BG;217-28;;;Personnels œuvrant dans le domaine de la stratégie et de la connaissance des politiques de transition écologique;Personnels DDEIGM;
ACT;BG;217-98;;;Dépenses de personnel de l'administration centrale à reventiler entre les actions miroirs des programmes de politiques sectorielles;Dépenses de personnel de ;
PGM;BG;203;TA;23;Infrastructures et services de transports;Infras&servTransport;L’année 2021 sera marquée par la relance par l’investissement dans le domaine des transports fortement impacté par la crise sanitaire qui viendra accroître la trajectoire d’investissement prévue par la LOM. Les grands chantiers de l’année 2021 intègrent notamment la mise en œuvre par les grands ports maritimes métropolitains de leurs nouveaux projets stratégiques à 5 ans, de la stratégie pour le développement du fret ferroviaire, la mise en place effective du nouveau groupe public SNCF, société nationale à capitaux publics,la finalisation du processus d’intégration des ports de l’axe Seine (Le Havre, Rouen, Paris), l’accélération du plan vélo et l’annonce des projets lauréats du quatrième appel à projet TCSP.
ACT;BG;203-47;;;Fonctions support;Fonctions support;
SSA;BG;203-47-01;;;Etudes générales;Etudes générales;
SSA;BG;203-47-02;;;Fonctionnement des services;Fonct. des services;
SSA;BG;203-47-03;;;Systèmes d'information;Systèmes d'information;
SSA;BG;203-47-04;;;Subventions ART et EPSF;Subv ART et EPSF;
ACT;BG;203-01;;;Routes - Développement;routes - développement;
ACT;BG;203-04;;;Routes - Entretien;Routes - Entretien;
SSA;BG;203-04-01;;;Régénération du réseau routier national;Régénération routière;
SSA;BG;203-04-02;;;Entretien réseau routier national;Entretien routier;
ACT;BG;203-41;;;Ferroviaire;Ferroviaire;
SSA;BG;203-41-06;;;Régénération ferroviaire;Régénération ferroviaire;
SSA;BG;203-41-01;;;Infrastructures ferroviaires;Infra. ferroviaires;
SSA;BG;203-41-02;;;Subvention SNCF réseau (TER);Sub. SNCF Réseau (TER);
SSA;BG;203-41-03;;;Subvention SNCF réseau (TET);Sub. SNCF réseau (TET);
SSA;BG;203-41-04;;;Subvention SNCF réseau (fret);Sub. SNCF Réseau (fret);
SSA;BG;203-41-05;;;Compensation fret;Compensation fret;
SSA;BG;203-41-07;;;Services ferroviaires;Services ferroviaires;
ACT;BG;203-42;;;Voies navigables;Voies navigables;
SSA;BG;203-42-01;;;Infrastructures fluviales;Infrastructures fluviales;
SSA;BG;203-42-02;;;Subvention Voies navigables de France (VNF);Subvention VNF;
ACT;BG;203-43;;;Ports;Ports;
SSA;BG;203-43-01;;;Infrastructures portuaires;Infra. portuaires;
SSA;BG;203-43-02;;;Entretien des ports;Entretien des ports;
SSA;BG;203-43-03;;;Soutien et contrôle du transport fluvial et maritime;Sout Ctrl transp fluv mar;
SSA;BG;203-43-04;;;Dispositifs de prise en compte de la pénibilité des métiers portuaires;Ports pénibilité;
ACT;BG;203-44;;;Transports collectifs;Transports collectifs;
SSA;BG;203-44-01;;;Infrastructures transport collectif;Infra. transport coll.;
SSA;BG;203-44-02;;;Politique de déplacements;Politique de déplacements;
SSA;BG;203-44-03;;;Transports collectifs : tarifs sociaux;Tarifs sociaux;
SSA;BG;203-44-04;;;Compensation ex-loi SRU LGV;Loi SRU LGV;
SSA;BG;203-44-05;;;Infrastructures Vélo (Fonds de mobilités actives);Infrastructures Vélo;
SSA;BG;203-44-06;;;Financement trains d'équilibre du territoire (TET);Financement TET (ex CAS);
